index,slang_word,correct_word
8814,diceritakan,
8815,cweee,cece
8816,ngelawak,
8817,waa,wa
8818,yarobunnnn,
8819,4u,
8820,dil3c3hin,
8821,jodohnya,
8822,dilanjutxx,
8823,bangu,bagu
8824,enaknya,
8825,thun,tahun
8826,ajaki,ajai
8827,bibirmu,bibir
8828,hbis,habis
8829,jidn,jin
8830,pikirane,pikiran
8831,jugakak,jugala
8832,likenya,
8833,vow,voc
8834,gaspoll,
8835,pemainnya,
8836,brgairh,bergairah
8837,muja,maja
8838,bbrp,bap
8839,sinsuka,sesuka
8840,smuaa,sauna
8841,neriak,neraka
8842,berohh,beloh
8843,ahhaah,ahlah
8844,paylater,
8845,penguasanya,
8846,ingett,inget
8847,loves,love
8848,tapukke,tapuk
8849,nurunin,nurani
8850,dijarah,darah
8851,ragah,radah
8852,markam,makam
8853,kehed,kehel
8854,ngetren,ngeden
8855,thrifting,triftong
8856,beratt,berat
8857,lagiyan,lagian
8858,komeny,komen
8859,msnko,mako
8860,cbn8x767avg,
8861,pihang,pahang
8862,idnya,ida
8863,bngtt,bagat
8864,rentetnya,
8865,hum,ham
8866,112559333872293,
8867,1000x,
8868,gapuny,gabung
8869,jer,je
8870,korizen,korden
8871,ehhhh,
8872,peguasa,penguasa
8873,ngapak,nahak
8874,anehhh,aneh
8875,coeggggg,
8876,saha,saba
8877,baeee,babe
8878,kem,kam
8879,layangnya,layaknya
8880,hina2,hina
8881,dompetna,dompeng
8882,melu,malu
8883,bwhahaha,
8884,paadahal,padahal
8885,selingkuhanny,selingkuhan
8886,ting2,ting
8887,pencerahannya,
8888,terangkan,terangkai
8889,polisiiiiiiiiiiiiii,
8890,simpatic,simpati
8891,bihh,biah
8892,termaknyus,
8893,omsetnya,
8894,benerantitut,
8895,pacari,pacai
8896,flks,faks
8897,muanya,maanyak
8898,mbh,mah
8899,copyright,
8900,backsound,
8901,tayagin,takyakin
8902,respect,repet
8903,belanya,belanda
8904,cucikan,cucian
8905,krehh,krah
8906,emott,emat
8907,g4n,gan
8908,barudak,badak
8909,scopy,skop
8910,akhreat,akherat
8911,wait,wai
8912,setujui,setuju
8913,ackerman,
8914,ditutupi,
8915,probecho,
8916,lancarrr,lancar
8917,sangee,sangke
8918,oooot,onot
8919,smurff,
8920,cocoteee,
8921,mamaknya,majakaya
8922,lokok,lekok
8923,3hari,
8924,comfy,come
8925,higinaga,
8926,diteriakin,
8927,oxlong,oblong
8928,nikmatin,nikmat
8929,tqn,tan
8930,sugianto,
8931,hyy,h
8932,trooos,terobos
8933,astaghfirullahaladzim,
8934,dijunjung,
8935,tempike,tempik
8936,siiikaaaatttt,
8937,jaln,jal
8938,gilsss,gilas
8939,merekaaaa,merekayasa
8940,ngl,nal
8941,kepemilikannya,
8942,pematik,pemacik
8943,masakannya,
8944,p4us,paus
8945,gabuek,gablek
8946,hadehhhhhhhh,
8947,grammer,graver
8948,skjmon,salmon
8949,srby,saba
8950,godlocking,
8951,pinggangnya,
8952,sarahnya,sarana
8953,nanggu,nagu
8954,rrq88,
8955,dikulkas,diulas
8956,syngku,sangku
8957,nuduh,nukuh
8958,wkakaka,walaka
8959,combat,camat
8960,saudi,saidi
8961,gocok,gacok
8962,andre,antre
8963,bokef,bokeh
8964,krekkk,kekek
8965,tegaskan,tegakan
8966,kepangkuanmu,
8967,genduttttt,
8968,hrg,hg
8969,mantaplah,
8970,pengalamannya,
8971,senayan,senapan
8972,fee,fe
8973,mpo365,
8974,kelakuannya,
8975,miknya,makanya
8976,sumbangin,sumbangan
8977,m35um,mesum
8978,cuma2,cuma
8979,rakussssssssssssssssssssss,
8980,makanyo,makanya
8981,bireuen,bimeren
8982,aamiiin,aimitin
8983,kusus,kasus
8984,hx,h
8985,sibocil,sibori
8986,ngmbl,nambi
8987,majucontoh,
8988,malukah,melukah
8989,rabbal,raba
8990,toketnye,
8991,pijittt,pijit
8992,wao,wa
8993,dsana,dana
8994,rudriger,
8995,asmonaco,
8996,soviet,sodet
8997,antum,ankum
8998,monthly,
8999,muulai,maulai
9000,dapati,dapat
9001,blsan,besan
9002,mahhh,mahah
9003,jordan,joran
9004,baber,babar
9005,percepat,perepat
9006,adudu,ahudu
9007,pahamm,paham
9008,cross,caos
9009,kelima,kelika
9010,berhentikan,berintikan
9011,ribuuuttt,
9012,anjaiyy,
9013,rasisss,rasis
9014,karnavian,karavan
9015,gaush,gabah
9016,ngepas,ngenas
9017,ruby,rubt
9018,positifnya,
9019,l3c3hkn,
9020,geloo,gelo
9021,mlorot,melorot
9022,kadonya,kadensa
9023,bobonsantoso,
9024,bereum,barium
9025,yyya,ya
9026,bravooooo,
9027,ngebug,ngebut
9028,smber,saber
9029,yadognsayang,
9030,uuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu,
9031,brakot,bacot
9032,apus2,apus
9033,balikin,balikan
9034,njr,nur
9035,febyy,feb
9036,ranger,rader
9037,katanya,kastanya
9038,bukn,bkn
9039,idamanku,idaman
9040,kekmana,kaimana
9041,bonusin,bensin
9042,geu,gau
9043,tngglam,tanggam
9044,online,onin
9045,heeemmm,
9046,seeessaaaaattt,
9047,haahh,hajah
9048,anaconda,anakonda
9049,nyrempet,
9050,netijeeen,
9051,nyebokin,
9052,wkwkwjekwk,
9053,supanya,supaya
9054,tamunya,tadinya
9055,mantappppppp,
9056,uploud,
9057,merdekaaaaaaa,
9058,oloh,odoh
9059,bgituu,begitu
9060,netek,nenek
9061,octane,oktan
9062,macem2lah,
9063,4hari,
9064,sektin,sekin
9065,tkg,tk
9066,carla,cara
9067,sombongnya,
9068,sayng,saing
9069,trbak,tabak
9070,perutt,perut
9071,plisss,plissé
9072,2menit,
9073,senyummm,senyum
9074,unscribe,
9075,daniii,dairi
9076,ketampar,kampar
9077,toleransih,toleransi
9078,yndi,yodi
9079,acaranya,acarya
9080,apalgi,apalagi
9081,baruuuu,barucut
9082,tolonglah,
9083,buled,beled
9084,play,plak
9085,diprcaya,diperkaya
9086,bennarylagi,
9087,ea,e
9088,sayaaaang,
9089,saqsaq,sabsab
9090,10kg,
9091,tarifnya,tadinya
9092,mamer,mager
9093,80rban,
9094,engtot,entot
9095,donlod,doeloe
9096,disalip,disagio
9097,donx,dong
9098,rta,ra
9099,mutuo,mutu
9100,wkwkmw,
9101,dimari,diari
9102,istimewaan,istimewa
9103,feyenoord,
9104,duhhhh,
9105,adate,abate
9106,plg,pg
9107,mickey,
9108,nowa,noa
9109,ttny,tan
9110,oowww,
9111,bairkan,babakan
9112,tipisss,tipis
9113,memporak,memarak
9114,omdo,ondo
9115,prempuan,perempuan
9116,ngolo,ngalo
9117,organisa,organis
9118,impeccable,
9119,tkda,ta
9120,onok,ogok
9121,bying,baing
9122,2023,
9123,tmbahan,tambahan
9124,whelle,
9125,strike,striker
9126,matin,main
9127,simpenin,simpanan
9128,nilah,nikah
9129,menghujatt,menghujat
9130,desahanya,
9131,unassallable,
9132,52x2,
9133,sekuensinyaa,
9134,wkwke,
9135,bginu,bain
9136,kykny,kkn
9137,palkon,pagon
9138,colikers,
9139,sweeterr,sweter
9140,leton,lebon
9141,berdka,berdoa
9142,lahtrnyataa,
9143,uuuuuuuuuuuuuuuuuu,
9144,jump,jumpa
9145,madz,mad
9146,dinhapus,
9147,mnikmati,menikmati
9148,afif,alif
9149,anjaiaaaaaa,
9150,rusakin,raskin
9151,menghornati,menghormati
9152,fuso,fusi
9153,bayii,bayi
9154,bjirrrrr,
9155,mbret,maret
9156,ramadana,ramadan
9157,videoinnya,
9158,daerach,daerah
9159,pliss,plissé
9160,bangsat2,bangsat
9161,ngeshot,ngejot
9162,izen,izin
9163,bebagi,bebali
9164,dikelola,
9165,ayukk,ayuk
9166,kuwasa,kuasa
9167,tanoh,tanah
9168,11th,
9169,taohh,tabah
9170,hente,henti
9171,prmerintahan,pemerintahan
9172,perempuang,perempuan
9173,suscriber,
9174,noton,natron
9175,ripost,rapot
9176,membatali,membatasi
9177,nikin,nisin
9178,tahy,tah
9179,sudahh,sudah
9180,oengalaman,
9181,mnit,mait
9182,cini,cici
9183,penja,panja
9184,fakboy,faktor
9185,buyutmu,buyuhu
9186,teguhhhh,
9187,terdancok,terbacok
9188,kknya,kanya
9189,megedukasi,mengedukasi
9190,ta3k,tak
9191,eiwiwi,
9192,kontenx,konten
9193,first,faret
9194,scrol2,
9195,hbiss,habis
9196,kemakmurannya,
9197,boloo,bolok
9198,army,aray
9199,celop,celep
9200,dngr,dng
9201,entekno,enten
9202,konsekwensi,konsekuensi
9203,itung,ibung
9204,pick,piak
9205,tubuhmu,tubuh
9206,geliin,geligin
9207,yearrrrrr,
9208,ett,ebt
9209,university,universitas
9210,mkan,makan
9211,ikyy,ikab
9212,lanjutt,lanjut
9213,neck,neci
9214,muenchen,
9215,plss,plts
9216,nylkit,nyelekit
9217,kerestin,kemestian
9218,zahiliah,
9219,cantiiiiiikk,
9220,mekkkk,mekkah
9221,akhlaknya,
9222,stuntreid,
9223,ggpp,gagap
9224,kulinernya,
9225,maruahh,marah
9226,ngeleneh,nyeleneh
9227,dipke,diaken
9228,ngtod,neto
9229,bolh,bol
9230,diperhatikan,
9231,msbreww,
9232,dhi,dahi
9233,herself,
9234,indokesenx,
9235,ngespam,
9236,gelow,gelo
9237,berayukur,bersyukur
9238,kejalan,kejailan
9239,waachaduannamuhammadurrasulullah,
9240,meperkeruh,memperkeruh
9241,gblh,gabah
9242,servies,serviks
9243,1838,
9244,0026,
9245,jahatinn,
9246,balikk,balik
9247,storis,stori
9248,ketawaku,kerawak
9249,woyyyyyy,
9250,kutunya,kutung
9251,okelah,oalah
9252,maasih,makasih
9253,validddd,
9254,dijawab,
9255,ngapo,napo
9256,derajatnya,
9257,nonisable,
9258,ceramahnya,
9259,pedalplanes,
9260,teruusss,
9261,sulastrasia,
9262,daa,da
9263,ndiri,nyiri
9264,hhh,hph
9265,egi,ebi
9266,tmenin,tanin
9267,ditutupin,
9268,bahayanya,bahwasanya
9269,yngg,yagi
9270,ngacuk,ngaju
9271,emote,ekotel
9272,videographernya,
9273,buktikan,batikan
9274,mbaaakk,
9275,islamku,islam
9276,natahalie,
9277,ntat,niat
9278,kelahiranku,kelahiran
9279,samaku,samak
9280,mkann,main
9281,p5,p
9282,curiannya,
9283,unlike,ulik
9284,omonganku,omongan
9285,tiap2,tiap
9286,lawanya,lasanya
9287,guttokah,
9288,msbreewww,
9289,stim,sim
9290,dadakno,dadako
9291,wjwkwkkwkk,
9292,shuwandi,
9293,khabarkan,
9294,penghinaanmu,penghinaan
9295,yuni,yoni
9296,ikeh,ikuh
9297,macau,mabau
9298,988bet,
9299,nyembur,nyamur
9300,antek2nya,
9301,qm,q
9302,mmbuat,membuat
9303,wakkakakaka,
9304,br,b
9305,retakk,retak
9306,hlo,halo
9307,maksudnya,
9308,slametin,slamet
9309,dolll,dalal
9310,family,famili
9311,dichat,diat
9312,walo,wabo
9313,exceptional,
9314,fkta,fakta
9315,ndeh,nade
9316,kocaq,kocah
9317,hujatannn,hujatan
9318,bawash,bawah
9319,ngeloco,ngelok
9320,endorse,
9321,aprtemen,apartemen
9322,sbos,saos
9323,management,managemen
9324,riky,rak
9325,fikiran,figuran
9326,ngeclupp,
9327,astafirullah,astagfirullah
9328,pubet,puber
9329,keristen,kristen
9330,awoskoskwwk,
9331,2506,
9332,kawan2,kawan
9333,spiderman,
9334,agma,aga
9335,owh,oh
9336,disiksa,diksa
9337,ferdi,feri
9338,laughwithtears,
9339,khaliq,khali
9340,binatanggg,binatang
9341,remember,
9342,r2,r
9343,duann,duane
9344,lumah,lemah
9345,lontay,lontai
9346,atidute,
9347,seburuk,sebaruk
9348,cintai,cincai
9349,dibinarin,
9350,jit,jet
9351,bhya,baya
9352,punyak,puncak
9353,termantep,termantap
9354,defensenya,
9355,alaba,alab
9356,dimtsa,demta
9357,kelebihanya,kelebihan
9358,standad,standar
9359,kenzyy,kenya
9360,sitolol,setolok
9361,tolensrasi,
9362,aliando,aliang
9363,kepenting,kelenting
9364,hidden,hidran
9365,150,
9366,porak,parak
9367,world,warid
9368,juaga,jaga
9369,ditangkap,dangkap
9370,pakenya,patena
9371,pjbat,paban
9372,hoha,hoho
9373,kesana,kelana
9374,kingg,kaing
9375,waduu,waduh
9376,ditempatmu,
9377,nikahnya,
9378,grey,gres
9379,suwargana,
9380,spinning,sinding
9381,syarri,syairi
9382,jangan2,jangan
9383,hanny,hana
9384,nawh,nah
9385,bertoh,bentoh
9386,mpl,mal
9387,cantiiiiikkkk,
9388,ujungnya2,
9389,amazon,alazon
9390,kesengan,kesenian
9391,sya,sa
9392,banyai,banai
9393,1nya,
9394,welldrive,
9395,adekku,adek
9396,resapin,resapan
9397,iyak,ilak
9398,dijatuhin,
9399,azumi,abumi
9400,enneng,eneng
9401,1vs,
9402,uw,u
9403,rasullullah,rasulullah
9404,kelaparannya,
9405,ngomen,ngaben
9406,jalukan,julukan
9407,xda,x
9408,dannn,dacin
9409,hotpan,hopana
9410,ngam,naam
9411,talking,taking
9412,akujugamau,
9413,mpai,mai
9414,serapahi,serapah
9415,meneruskannya,
9416,mulutt,mulut
9417,kocomotonan,
9418,naroboy,
9419,harrassment,
9420,racii,racik
9421,mantabb,mantab
9422,panggong,panggang
9423,ultimate,ultima
9424,bungahhh,bungah
9425,aowkwowo,
9426,cangkemmu,
9427,iyain,iain
9428,alamm,alam
9429,siburian,sibiran
9430,mintain,mantan
9431,blakangnya,
9432,dihujat,difusat
9433,yokk,yok
9434,pmandangannya,
9435,ngaku,ngaju
9436,ttup,taup
9437,jannnn,jangan
9438,anger,ager
9439,weak,wak
9440,seumuran,sumuran
9441,22,
9442,bangkeeeeeeeeeee,
9443,jagonya,
9444,raacil,racik
9445,sky,say
9446,injaknya,
9447,jawab2,jawab
9448,contoxin,
9449,kriput,keriput
9450,diberkati,diberkas
9451,dlogok,dodok
9452,yailah,yalilan
9453,onte,onta
9454,con,cob
9455,ngos,naas
9456,iyaa,iya
9457,rrad,rad
9458,cepere,cecere
9459,bcd,bad
9460,takuti,takut
9461,gwoaaahh,
9462,diulangi,dulang
9463,ewey,ebek
9464,pngin,pengin
9465,editan,edan
9466,cii,ci
9467,geduh,gaduh
9468,kmh,kah
9469,paula,pala
9470,pakaiannya,
9471,alexa,alena
9472,occrp,
9473,honestly,
9474,irfan,iran
9475,golet,gelet
9476,righttt,
9477,ske,sake
9478,collapse,
9479,tegantung,tergantung
9480,taeh,taer
9481,bs,b
9482,teriam,teram
9483,jejek,jejak
9484,iayh,ia
9485,halimawan,halimunan
9486,beng,bang
9487,uzubillahiminzalik,
9488,kyakx,kak
9489,elsy,eks
9490,believe,belete
9491,rekeningnya,
9492,ammin,admin
9493,cobra,coba
9494,kakatiad,kakatua
9495,kringtny,
9496,aaahh,abah
9497,sheaa,seba
9498,mane,mace
9499,gacuma,gabuka
9500,rastafara,
9501,mbakkm,makam
9502,gaakk,gaat
9503,juguki,jugi
9504,32thn,
9505,bnhh,bah
9506,hadeww,
9507,88emang,
9508,mamq,mam
9509,pink,piak
9510,pemikirannya,
9511,qs,q
9512,ahly,ahli
9513,opah,ogah
9514,kawen,kawan
9515,bsar,bar
9516,putriwildaa,
9517,viideo,video
9518,uhuy,uhu
9519,meseran,meneran
9520,yaelah,
9521,monyol,mongol
9522,buka2,buka
9523,setaun,sedaun
9524,hauzzzz,
9525,wives,wares
9526,allaah,allah
9527,21juta,
9528,jadiin,jadian
9529,hanskuel,
9530,pulak,palak
9531,terngiang2,terngiang
9532,enggaknya,
9533,dina,dana
9534,hhhhh,hphh
9535,cannot,cancut
9536,mendzolimi,menzalimi
9537,bz,b
9538,lha,la
9539,ending,encing
9540,tenan,tean
9541,jainget,jalinger
9542,1000,
9543,susuneya,
9544,satukan,satuan
9545,ugadagah,
9546,jb,j
9547,nyemil2,
9548,prezinho,
9549,berabad,berabal
9550,kerbo,karbo
9551,syukurillah,
9552,bukhori,bakhor
9553,kecepatannya,
9554,selangkahpun,
9555,tarong,tarang
9556,privillage,
9557,okkh,oceh
9558,anya,ana
9559,diotak,detak
9560,tukue,tuku
9561,mingkem,mangkel
9562,geraldine,
9563,trm,tem
9564,hahahahahhaa,
9565,hektaran,hantaran
9566,nahh,nah
9567,tuuu,tubu
9568,menyampaikannya,
9569,budeng,bedeng
9570,digituan,digital
9571,pilem,palem
9572,sliut,siut
9573,lpa,la
9574,akunnya,
9575,di4,d-4
9576,kuharap,karap
9577,wke,we
9578,tumiss,tumis
9579,kaga,kaa
9580,gt,g
9581,dikelas,delas
9582,nyoyy,ngoyo
9583,didlam,dilam
9584,needed,ngeden
9585,dikeruk,dederuk
9586,ngeluber,
9587,again,agai
9588,secanggi,secanggih
9589,ketawa2,ketawa
9590,dironton,
9591,trtentu,tertentu
9592,dampe,dame
9593,akhirrr,akhir
9594,impaknya,
9595,hedehh,
9596,mksdmu,mkdu
9597,oeng,obeng
9598,ayahku,ayah
9599,diperkirakan,
9600,juz30,juz
9601,vedeonya,
9602,mencabar,mencabau
9603,unteran,uberan
9604,dilecehkan,
9605,direbut,debut
9606,diremas,dilema
9607,ketiwi,katawi
9608,godok1,godok
9609,sucses,sukses
9610,tnga,tega
9611,ditegal,ditel
9612,didatengin,
9613,dikebon,diketon
9614,haahahahaha,
9615,nggo,naco
9616,bispak,bapak
9617,aki2,aki
9618,paradise,paradiso
9619,sblum,solum
9620,masalhy,masal
9621,drpada,dada
9622,pelampiasanya,pelampiasan
9623,sdngkn,sangan
9624,belike,belik
9625,wajahnya,
9626,tirmidzi,
9627,otakk,otak
9628,inggir,ingkir
9629,songongnya,
9630,akwokwok,
9631,neraginnya,
9632,wkakakakakakakaka,
9633,ahamad,adamat
9634,reac,rea
9635,eoe,ehe
9636,laknatulloj,laknatullah
9637,liiiiinnkkkk,
9638,prooo,proco
9639,psht,psh
9640,yametekudasai,
9641,hese,has
9642,punn,puan
9643,5x2,
9644,ngekonten,
9645,pakdhe,pakde
9646,jantungnya,
9647,hinanya,hanya
9648,masyah,madah
9649,ngakaaaakkk,
9650,bri,bai
9651,kl9ik,klik
9652,jgn,jin
9653,tottallyyy,
9654,duso,deso
9655,anj,an.
9656,ayg,abg
9657,fekfek,fakfak
9658,bataliyon,batalion
9659,gmnh,gmni
9660,mnli,mali
9661,ngingetin,
9662,pilter,pahter
9663,problems,problem
9664,apalg,apang
9665,tunjukan,tandukan
9666,mbajak,macak
9667,snow,snob
9668,bgs,bas
9669,maksii,maksi
9670,bedempang,belembang
9671,taaiii,tabii
9672,prenkngan,penangan
9673,iiihhh,
9674,ituuuu,
9675,yangs,yang
9676,bnyk,baik
9677,niatt,niat
9678,hmmmmm,
9679,lancar2,lancar
9680,kenpaa,kempa
9681,dialam,dalam
9682,ditampung,dampung
9683,tkyah,toyah
9684,tercepat,tercegat
9685,msing,mading
9686,palsuu,palsu
9687,clue,cue
9688,ahlinya,alinea
9689,bajunye,
9690,sung,sang
9691,nikkelnya,
9692,bals,bais
9693,diilangin,
9694,mumad,murad
9695,sctv,sat
9696,grupp,grup
9697,28,
9698,nama2,nama
9699,keleke,kelek
9700,dihalalin,
9701,tandai,tanai
9702,aynamah,alamah
9703,dihancurkan,
9704,fetishm,fetis
9705,salahuddin,
9706,pluit,peluit
9707,hiyak,hak
9708,olahraganen,olahragawan
9709,antekkk,antek
9710,biayai,biaya
9711,pcrn,pan
9712,crewnya,
9713,ngganceng,
9714,babukasemuasampediciummekydimasukinkedalammmeky,
9715,memperlecehkan,memperlemahkan
9716,bangkep,bangke
9717,wkek,wak
9718,lower,lawer
9719,eeess,enes
9720,pelumasnya,
9721,kh,k
9722,gimanaa,gimana
9723,patience,
9724,ikutann,ikutan
9725,anam,abam
9726,towards,
9727,indonedia,indonesia
9728,mcd,mad
9729,gangbang,ganggang
9730,seenggak,seenggan
9731,tinggalkan,tinggalan
9732,oppy,oppa
9733,krasin,krasis
9734,sayah,sabah
9735,ciptakan,ciptaan
9736,ditikung,ditimang
9737,breathtaking,
9738,tololl,tolol
9739,gununggya,
9740,inceran,incaran
9741,dikorupsi,disrupsi
9742,asianticas,
9743,maxwin,mawin
9744,muncrae,muncrat
9745,allaj,allah
9746,da4ah,dadah
9747,gunungnya,
9748,aamiinnn,
9749,ein,en
9750,numpak,nampak
9751,latihann,latihan
9752,sayangku,sangku
9753,bedaki,bedak
9754,namanaya,
9755,rakyatt,rakyat
9756,alaaa,alaan
9757,kehendaknya,
9758,sbgtu,sabtu
9759,cantk,canak
9760,nag,na
9761,kussss,kursus
9762,ngemper,ngeger
9763,buruuu,berudu
9764,okejp58,
9765,barey,barel
9766,mne2,maem
9767,waniaaa,wanara
9768,kekeyi,kedeki
9769,dikenain,
9770,jdikan,jadian
9771,salamualaikum,
9772,lumoindong,
9773,kentuan,kentutan
9774,irg,ir.
9775,moksan,moksa
9776,duarasinya,
9777,kodel,kodal
9778,seiman,seaman
9779,ultamelek,
9780,disanka,disania
9781,th,t
9782,trz,tra
9783,jepri,japri
9784,uhh,uh
9785,antusiasnya,
9786,bawok,bacok
9787,gakkk,gabak
9788,forever,
9789,iclammm,
9790,memata,mamata
9791,wut,wet
9792,omrintah,
9793,pengrusakan,penggasakan
9794,meon,melon
9795,janan,jaban
9796,pstp,pltp
9797,nntii,nanti
9798,bnykkn,
9799,hn9hm,
9800,bella,bela
9801,dadanya,dadasa
9802,plcc,pace
9803,apansi,agensi
9804,kterlaluan,keterlaluan
9805,ngobrol,ngerol
9806,taterhingga,takterhingga
9807,sodap,sadap
9808,praktikkan,praktikan
9809,keberuntungannya,
9810,perpajangan,perajangan
9811,domongiii,
9812,ngepoin,
9813,asinze,aside
9814,alqur,alur
9815,dku,daku
9816,mbang,mang
9817,143cm,
9818,asabri,akabri
9819,woyyy,
9820,exben,eban
9821,pait,pahit
9822,derr,dera
9823,nengg,neng
9824,endingnya,
9825,kda,ka
9826,honornya,
9827,kerudungg,kerudung
9828,45,
9829,tramadol,
9830,inner,incer
9831,yt,y
9832,brewox,brewok
9833,jatohin,jatuhan
9834,dijajah,derajah
9835,thutup,tutup
9836,fhm,fam
9837,indian,india
9838,irengnya,
9839,pasty,pasta
9840,energinya,
9841,trying,tabing
9842,kmar,kamar
9843,naruto,namrut
9844,arateul,
9845,aspen,akpen
9846,putuuuul,
9847,liburnya,
9848,deek,dedek
9849,digosokgosok,
9850,cutpatkay,
9851,enaktu,enak
9852,nyumpahin,
9853,sewanya,sanya
9854,ujensinya,
9855,wk,w
9856,bjiiil,
9857,bagusss,bagus
9858,terjalan,teralan
9859,amaat,amanat
9860,dihasilkan,dieksilkan
9861,px,p
9862,59jt,
9863,critina,criping
9864,swandi,sandi
9865,oraang,orang
9866,bruuuh,berubuh
9867,pertarungannya,
9868,omongin,omongan
9869,100013,
9870,bisnisnya,
9871,diprank,dipan
9872,09,
9873,yong,yang
9874,ngisin2in,
9875,krebipeti,
9876,63,
9877,kmera,kamera
9878,dizalimi,dzalim
9879,badanya,badan
9880,vidiio,vidio
9881,gadoin,gadon
9882,takotnyeeeeee,
9883,gta,ga
9884,ig,i
9885,taraweh,tarawih
9886,abiez,abe
9887,imbasnya,
9888,anak2x,anak
9889,initeh,intel
9890,sagnee,saanen
9891,operasinya,
9892,mbut,maut
9893,pemrintah,pemerintah
9894,abeez,abe
9895,pft,pdt
9896,heavy,hear
9897,elviraa,
9898,atw,ata
9899,leah,lah
9900,bulpan,bulan
9901,jawaaa,jawara
9902,lancarrrr,
9903,msbrww,
9904,whole,wol
9905,burning,baning
9906,aelah,ahlah
9907,copas,copar
9908,recommend,
9909,kedeuh,kedah
9910,mlok,mbok
9911,jagir,jabir
9912,zulfaaa,
9913,rencananya,
9914,result,rasul
9915,sadarnya,seadanya
9916,admit,adit
9917,ese,ehe
9918,uth,uh
9919,disayangkan,dilayangkan
9920,puntingnya,
9921,batanya,batanda
9922,nyu,nau
9923,tr,t
9924,assuuuu,
9925,suportnya,
9926,gabakal,gabaha
9927,tito,tato
9928,nerusno,
9929,leny,lena
9930,empire,empiri
9931,typonya,
9932,pembicaraannya,
9933,3gp,
9934,editnya,
9935,shouldn,
9936,selesei,selesai
9937,nylahin,
9938,pondel,ponsel
9939,bray,bra
9940,ngne,none
9941,raku,rabu
9942,didemo,demo
9943,asssuuuu,
9944,ameyue,amanue
9945,khodamnya,
9946,kenyasa,kelasa
9947,ngontenya,
9948,kuambil,kabil
9949,nyapa,nyala
9950,maaaf,maaf
9951,nyataaaa,
9952,konslet,kolet
9953,amalannya,
9954,kurop,kerop
9955,bakekok,bekekok
