komentar_id,Username,T_komentar,link
7470181955616015159,wetskrut,wkwkkw,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469774237377708808,theresnohaypae,ANJ 😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469261637746705168,alexajasii,@katonsukataroo 😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469105742974370566,il0veeeew,plss 😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469066396216492821,bbukanlia,anj 😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469047638935995137,lovinnajaeyz,njir,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469011527204438791,b1iseeyye,bang?😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469006808834327302,anggystranger,jir😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469006808834327302,anggystranger,jir😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469006216180941575,kiya.asyifaa_,PARAHH😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7469001524904215304,ayumieecntik,anyingg,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468987479824564993,user210922885,@drake 😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468962044621030162,taraa_rvalna,nemen😭😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468924921251889925,samarasa9,Ga gutu bang cara mainnyaaa wkekwk,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468926207963251472,ukyluc,lah lu siapa gua?,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468905407597560584,netnotduar,anj 😔,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468856328535622407,14olivia_,anj😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468813946699498248,vntyyyaa,eh😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468838054670615317,mieayamrasaaceh,PARAHH😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468693584876962565,s1021750,@syakila papma bgt😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468684418216461064,waka.23_,kelas king😹,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468683851235361554,karinaamowaa,pritttt prittttt😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468680031847138066,this.ttaaa,KELEWATAN JIR😭😭😭😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468671143450166021,wh0sdeefa,bang? SATT😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468663585625342736,urapricuss,ANJRIT😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468652189214606085,arjdzraa,WOY😭😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468647488636257032,nxxxi25,Bang😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
7468514475894997767,nabillazzr_,@🪼🪸 @🎧★ @pinpin 😭😭😭,https://www.tiktok.com/@udzrieaulia/video/7467920197777706246
